,city,source,pollutant_subtype,concentration
3165,Jakarta,agriculture,PM25_SOA,0.0
3166,Milan,residential,PM25_NH4,0.00402274638380635
3167,Kuala Lumpur,soil,PM25_NO3,0.0015586226189385633
3168,Amman,solvents,PM25_SOA,0.0022428760991640754
3169,Jaipur,agriculture,PM25_NO3,0.010278370524612241
3170,Amsterdam,powerplants,PM25_SO4,0.011692949275450564
3171,Venice,agriculture,PM25_NH4,0.027942204269304688
3172,Jakarta,vegetation,PM25_NH4,0.0
3173,Houston,transportation,PM25_NO3,0.06984765606765947
3174,Johannesburg,vegetation,PM25_NH4,0.0
3175,Seattle,vegetation,PM25_NH4,0.0
3176,Hong Kong,wildfires,PM25_NO3,0.0008209266304388004
3177,Rio de Janeiro,dust,PM25_SO4,0.0
3178,Berlin,waste_handling,PM25_NH4,0.005667294142458295
3179,New York City,powerplants,PM25_SO4,0.7752835476964229
3180,Melbourne,wildfires,PM25_SO4,0.0
3181,Zhenjiang,soil,PM25_NH4,0.0
3182,Dakar,agriculture,PM25_NO3,0.00011100643813446611
3183,Tshwane,solvents,PM25_NO3,0.0
3184,Curitiba,residential,PM25_NH4,0.10028999157123496
3185,Houston,vegetation,PM25_NO3,0.0
3186,Bogotá,wildfires,PM25_SO4,0.0004137096168330524
3187,Rotterdam,industry,PM25_NO3,0.03622928337326997
3188,Venice,residential,PM25_NH4,0.0010061268009773925
3189,Dakar,powerplants,PM25_NH4,0.0800423775954288
3190,Toronto,solvents,PM25_SO4,0.0
3191,Phoenix,residential,PM25_SO4,0.03669726605485731
3192,Miami,dust,PM25_SO4,0.0
3193,Warsaw,agriculture,PM25_NO3,0.0012007091165244922
3194,Sydney,transportation,PM25_SO4,0.025990527188391916
3195,Yokohama,industry,PM25_NO3,0.8450896632271302
3196,Athens,powerplants,PM25_NH4,0.0005609572428413162
3197,Beijing,powerplants,PM25_SO4,3.8094395053484864
3198,Addis Ababa,powerplants,PM25_NH4,0.01918669169807259
3199,Hangzhou,wildfires,PM25_NH4,0.01232679355218344
3200,Copenhagen,residential,PM25_SO4,0.03200650197413992
3201,Qingdao,transportation,PM25_SO4,0.09263080543564964
3202,Cape Town,dust,PM25_NH4,0.0
3203,Wuhan,powerplants,PM25_SOA,0.07275531918428546
3204,Moscow,soil,PM25_SO4,0.0
3205,Karachi,powerplants,PM25_SO4,5.392730704969498
3206,Singapore,industry,PM25_NH4,0.0011581994850705644
3207,Stockholm,solvents,PM25_NH4,0.0
3208,Nairobi,powerplants,PM25_NH4,0.16789093519491807
3209,London,solvents,PM25_SO4,0.0
3210,Durban (eThekwini),soil,PM25_NH4,0.0
3211,Montréal,powerplants,PM25_SO4,0.7393548427156741
3212,Johannesburg,wildfires,PM25_SO4,0.0
3213,Lagos,transportation,PM25_SO4,0.2825748866787538
3214,Milan,wildfires,PM25_NO3,0.0018598477363636614
3215,Dhaka,transportation,PM25_NH4,0.00025151155779924364
3216,Cape Town,vegetation,PM25_SO4,0.0
3217,Seattle,soil,PM25_SO4,0.0
3218,London,industry,PM25_SO4,0.8913083899738579
3219,Johannesburg,dust,PM25_NH4,0.0
3220,Dhaka,agriculture,PM25_NO3,0.17357778268835286
3221,Wuhan,transportation,PM25_SO4,0.301287573265704
3222,Amman,powerplants,PM25_SO4,0.2018279211213968
3223,Dhaka,powerplants,PM25_NH4,0.0003029232999207863
3224,Tshwane,waste_handling,PM25_NH4,0.22347306250647267
3225,Shanghai,agriculture,PM25_NO3,0.0076656227275508455
3226,Zhenjiang,powerplants,PM25_NH4,0.004092843441316028
3227,Seattle,agriculture,PM25_NO3,5.005650594361428e-07
3228,Sydney,industry,PM25_NH4,0.14263750886583826
3229,Lisbon,agriculture,PM25_NH4,0.00895960401288238
3230,New York City,dust,PM25_NH4,0.0
3231,Istanbul,wildfires,PM25_NO3,0.0002071641244169733
3232,Shenzhen,shipping,PM25_SO4,0.015710077843977908
3233,Lima,dust,PM25_NH4,0.0
3234,Dalian,industry,PM25_NO3,2.7242189589278656
3235,Barcelona,wildfires,PM25_NH4,8.801265884932137e-05
3236,Berlin,industry,PM25_NO3,0.4127746281305537
3237,Nanjing,shipping,PM25_NH4,0.0
3238,Beijing,vegetation,PM25_NO3,0.0
3239,Guadalajara,dust,PM25_NO3,0.0
3240,Amman,transportation,PM25_NO3,0.06024752281230392
3241,Rio de Janeiro,transportation,PM25_SO4,0.7099978453706615
3242,Beijing,residential,PM25_SO4,2.530766116648271
3243,Shanghai,shipping,PM25_NH4,7.696839630341359e-05
3244,Santiago,powerplants,PM25_NH4,0.04889650866371213
3245,London,wildfires,PM25_NH4,2.8720195252048558e-05
3246,Moscow,powerplants,PM25_SOA,0.010722035756328588
3247,Cape Town,soil,PM25_NH4,0.0
3248,São Paulo,soil,PM25_NO3,0.0025954349009992012
3249,Nairobi,shipping,PM25_NO3,0.0
3250,Berlin,agriculture,PM25_NH4,0.08531235092625937
3251,Barcelona,transportation,PM25_NO3,0.9376610136152372
3252,Curitiba,agriculture,PM25_NH4,0.07635725872713618
3253,Jaipur,powerplants,PM25_NH4,3.90049532084375e-05
3254,Quezon City,dust,PM25_NH4,0.0
3255,Dakar,transportation,PM25_SO4,0.3470465543432198
3256,Wuhan,vegetation,PM25_NH4,0.0
3257,London,waste_handling,PM25_SO4,0.0019559403152617427
3258,Portland,industry,PM25_NO3,0.2181512519234872
3259,Shanghai,solvents,PM25_NH4,0.0
3260,Milan,transportation,PM25_NO3,1.1586157416619014
3261,Quito,waste_handling,PM25_SO4,0.15373805864091994
3262,Nanjing,powerplants,PM25_SOA,0.05860332156136861
3263,Medellín,solvents,PM25_SO4,0.0
3264,"Washington, DC",waste_handling,PM25_SOA,0.005596383798763399
3265,Ciudad de México,soil,PM25_NH4,0.0
3266,Lisbon,industry,PM25_NO3,0.4933417227508926
3267,São Paulo,solvents,PM25_NH4,0.0
3268,Barcelona,solvents,PM25_NO3,0.0
3269,Dubai,transportation,PM25_NH4,0.11518196784114575
3270,Montréal,dust,PM25_NO3,0.0
3271,Rio de Janeiro,residential,PM25_NH4,0.05679015548715473
3272,Venice,vegetation,PM25_NH4,0.0
3273,Accra,residential,PM25_NO3,0.004821350757566518
3274,Dubai,industry,PM25_NO3,0.038974842960283716
3275,Portland,solvents,PM25_SO4,0.0
3276,Portland,agriculture,PM25_NO3,6.584471731985268e-06
3277,Philadelphia,industry,PM25_NH4,0.08013254257075865
3278,Dhaka,soil,PM25_NO3,0.11728013561983874
3279,"Washington, DC",wildfires,PM25_SOA,0.0
3280,Singapore,agriculture,PM25_SO4,0.0
3281,Tel Aviv,wildfires,PM25_NO3,0.0
3282,Lisbon,soil,PM25_NH4,0.0
3283,Lagos,agriculture,PM25_SOA,0.0
3284,Medellín,agriculture,PM25_SO4,0.0
3285,Athens,soil,PM25_NH4,0.0
3286,Abidjan,agriculture,PM25_NO3,2.588386431239027e-05
3287,Guadalajara,shipping,PM25_NH4,2.647277629599192e-08
3288,Rotterdam,soil,PM25_NO3,0.003502648175811617
3289,Singapore,transportation,PM25_NO3,0.03874744479534812
3290,Paris,agriculture,PM25_SO4,0.0
3291,Philadelphia,solvents,PM25_SOA,0.34080521855118273
3292,Philadelphia,agriculture,PM25_NO3,6.101965850289631e-06
3293,Jaipur,vegetation,PM25_NH4,0.0
3294,Kuala Lumpur,powerplants,PM25_SOA,0.7225427588936943
3295,Shenzhen,transportation,PM25_NO3,1.25340970880405
3296,Dakar,solvents,PM25_NH4,0.0
3297,Athens,shipping,PM25_SO4,0.007663071254375525
3298,San Francisco,agriculture,PM25_NH4,0.004920943531745954
3299,Warsaw,powerplants,PM25_NO3,0.0460143651441472
3300,Copenhagen,waste_handling,PM25_SO4,0.00014136936975067232
3301,Toronto,industry,PM25_NH4,0.3085211749718855
3302,Ho Chi Minh City,solvents,PM25_NH4,0.0
3303,Rome,industry,PM25_NO3,0.24802462952195886
3304,Dakar,residential,PM25_SOA,0.04024486027369183
3305,Lisbon,waste_handling,PM25_NO3,5.006770882037122e-07
3306,Portland,transportation,PM25_NH4,0.00772774563502343
3307,Singapore,wildfires,PM25_NH4,0.0
3308,Accra,soil,PM25_NH4,0.0
3309,San Francisco,residential,PM25_NH4,0.027363216008976413
3310,Hong Kong,vegetation,PM25_NH4,0.0
3311,Curitiba,wildfires,PM25_NH4,0.000575950055612314
3312,Tel Aviv,soil,PM25_NO3,0.0026317753855106736
3313,Hong Kong,solvents,PM25_SO4,0.0
3314,Quezon City,solvents,PM25_NO3,0.0
3315,Fuzhou,agriculture,PM25_NH4,0.2516132776816801
3316,Rome,residential,PM25_NH4,0.006878494259896064
3317,Stockholm,powerplants,PM25_NO3,0.01067515013922274
3318,Bangkok,dust,PM25_NO3,0.0
3319,Shenzhen,agriculture,PM25_NH4,0.1932349968374768
3320,Austin,wildfires,PM25_SO4,2.5316637313777353e-06
3321,Kolkata,shipping,PM25_SOA,8.782352985796072e-08
3322,Quito,dust,PM25_NO3,0.0
3323,Paris,industry,PM25_SO4,1.9936666525152635
3324,Singapore,soil,PM25_NH4,0.0
3325,Berlin,residential,PM25_NO3,0.18482146149224515
3326,Buenos Aires,waste_handling,PM25_NO3,0.05021995547479582
3327,Abidjan,dust,PM25_NO3,0.0
3328,Montréal,waste_handling,PM25_NO3,0.0037787675512287572
3329,Rome,soil,PM25_SO4,0.0
3330,Medellín,vegetation,PM25_NO3,0.0
3331,Melbourne,dust,PM25_SO4,0.0
3332,Houston,industry,PM25_NH4,0.02931611309515557
3333,Stockholm,shipping,PM25_NO3,0.0009535689415073543
3334,Montréal,agriculture,PM25_NH4,0.02164476609410516
3335,Phoenix,solvents,PM25_NH4,0.0
3336,Houston,wildfires,PM25_NH4,4.712228051941994e-05
3337,Sydney,agriculture,PM25_SOA,0.0
3338,Toronto,soil,PM25_NH4,0.0
3339,Dakar,shipping,PM25_SO4,0.02799894283466174
3340,Philadelphia,vegetation,PM25_NO3,0.0
3341,Oslo,powerplants,PM25_NO3,0.01755092526830184
3342,Bogotá,transportation,PM25_SOA,0.13073186092269998
3343,Qingdao,solvents,PM25_NH4,0.0
3344,Freetown,waste_handling,PM25_SOA,0.02455602280402198
3345,Accra,solvents,PM25_SOA,0.01125570041159682
3346,Ciudad de México,transportation,PM25_NO3,1.5099889088996197
3347,Qingdao,industry,PM25_NO3,4.214748979519217
3348,Venice,soil,PM25_NH4,0.0
3349,Hangzhou,transportation,PM25_NH4,0.02663636670040609
3350,Dubai,shipping,PM25_NO3,0.0021532040291632588
3351,Boston,industry,PM25_NO3,0.4304823559471018
3352,Philadelphia,waste_handling,PM25_NH4,0.014604486233706419
3353,Warsaw,residential,PM25_NH4,0.0012618138857366124
3354,Qingdao,dust,PM25_NO3,0.0
3355,Salvador,wildfires,PM25_NH4,3.007511297166405e-05
3356,Rio de Janeiro,vegetation,PM25_NH4,0.0
3357,Quezon City,soil,PM25_NH4,0.0
3358,Qingdao,shipping,PM25_SOA,1.7858727299711522e-05
3359,Curitiba,powerplants,PM25_PRIMARY,0.01914805135087811
3360,Santiago,shipping,PM25_NO3,0.0017069994610302446
3361,Milan,shipping,PM25_SOA,5.090793795264999e-06
3362,Bengaluru,soil,PM25_NH4,0.0
3363,Hong Kong,powerplants,PM25_SO4,11.348147668731803
3364,New Orleans,agriculture,PM25_PRIMARY,0.0
3365,Madrid,shipping,PM25_NO3,0.0
3366,Lisbon,solvents,PM25_NO3,0.0
3367,Berlin,vegetation,PM25_NO3,0.0
3368,Seoul,wildfires,PM25_SOA,0.0
3369,Ho Chi Minh City,vegetation,PM25_NO3,0.0
3370,Buenos Aires,vegetation,PM25_SOA,0.0054419605695287965
3371,Miami,transportation,PM25_SO4,0.029219635369644687
3372,Nanjing,wildfires,PM25_NO3,0.0
3373,Freetown,agriculture,PM25_NH4,0.0006914425944742924
3374,Montréal,solvents,PM25_SOA,0.3596885448916297
3375,Melbourne,vegetation,PM25_NO3,0.0
3376,Amman,vegetation,PM25_NO3,0.0
3377,Bogotá,soil,PM25_SO4,0.0
3378,Miami,shipping,PM25_NH4,6.764684843827017e-05
3379,Tshwane,dust,PM25_NO3,0.0
3380,Vancouver,shipping,PM25_NO3,0.0011945500866150825
3381,Freetown,industry,PM25_SO4,0.11879028887215246
3382,Venice,dust,PM25_SOA,0.0
3383,Paris,waste_handling,PM25_NH4,0.04470373730401068
3384,Madrid,residential,PM25_PRIMARY,0.18247269143523945
3385,Boston,powerplants,PM25_NO3,0.030941199237887837
3386,Phoenix,wildfires,PM25_SO4,0.0
3387,"Washington, DC",soil,PM25_NH4,0.0
3388,Heidelberg,soil,PM25_NH4,0.0
3389,Chicago,solvents,PM25_NH4,0.0
3390,Abidjan,soil,PM25_SO4,0.0
3391,Quezon City,industry,PM25_SO4,0.02523007991621525
3392,Seattle,industry,PM25_NO3,0.10578074106740427
3393,Singapore,solvents,PM25_NH4,0.0
3394,Lagos,vegetation,PM25_SO4,0.0
3395,Paris,solvents,PM25_NH4,0.0
3396,Buenos Aires,soil,PM25_NH4,0.0
3397,Guangzhou,soil,PM25_SOA,0.0
3398,Melbourne,wildfires,PM25_SOA,0.0
3399,Wuhan,wildfires,PM25_NH4,0.005417097402562052
3400,Karachi,agriculture,PM25_SO4,0.0
3401,Buenos Aires,wildfires,PM25_NH4,0.0
3402,Dubai,residential,PM25_NO3,0.0003104146907345456
3403,Dalian,powerplants,PM25_NH4,0.0019367614405155797
3404,Yokohama,waste_handling,PM25_NH4,0.12549309220716046
3405,Rio de Janeiro,powerplants,PM25_NO3,0.4231331956796428
3406,Fuzhou,residential,PM25_NH4,0.03373860539379892
3407,New York City,powerplants,PM25_SOA,0.010045482828842942
3408,Hong Kong,soil,PM25_NH4,0.0
3409,Johannesburg,solvents,PM25_SOA,0.005415606087212289
3410,Paris,residential,PM25_SO4,0.1971353794525188
3411,Dar es Salaam,solvents,PM25_SO4,0.0
3412,Rotterdam,industry,PM25_SO4,0.023844271127979384
3413,Guangzhou,dust,PM25_NH4,0.0
3414,Guangzhou,shipping,PM25_NH4,2.2052401038685658e-06
3415,San Francisco,transportation,PM25_NH4,0.024648588776164944
3416,Hanoi,shipping,PM25_NO3,6.052173054336207e-05
3417,Johannesburg,industry,PM25_NO3,0.17889263066069705
3418,Auckland,agriculture,PM25_NH4,0.4959717459659531
3419,Guadalajara,solvents,PM25_NH4,0.0
3420,Bangkok,agriculture,PM25_NO3,0.006681801499432047
3421,Delhi NCT,powerplants,PM25_NO3,0.6787668344713828
3422,Seattle,dust,PM25_NO3,0.0
3423,Chengdu,transportation,PM25_NO3,3.7739233837323543
3424,Auckland,soil,PM25_NO3,0.004606183402503794
3425,Lagos,soil,PM25_NO3,0.005121949296565215
3426,Accra,dust,PM25_SO4,0.0
3427,New Orleans,solvents,PM25_NO3,0.0
3428,Austin,industry,PM25_SO4,0.1880587825477424
3429,Guangzhou,agriculture,PM25_NO3,0.013205174293060831
3430,Zhenjiang,dust,PM25_NO3,0.0
3431,Lima,transportation,PM25_NH4,0.018830850864223942
3432,"Washington, DC",powerplants,PM25_SOA,0.0009698073725563928
3433,Amman,industry,PM25_SO4,0.9803971810898804
3434,Quito,vegetation,PM25_NH4,0.0
3435,Seoul,solvents,PM25_NH4,0.0
3436,Guangzhou,industry,PM25_SO4,27.610860766964397
3437,Hangzhou,agriculture,PM25_NO3,0.015250087991458041
3438,Addis Ababa,waste_handling,PM25_NO3,0.10181128153773664
3439,Freetown,powerplants,PM25_SOA,0.009208836033571172
3440,Toronto,dust,PM25_NO3,0.0
3441,Chennai,waste_handling,PM25_NO3,0.08416787006361731
3442,Dubai,solvents,PM25_NO3,0.0
3443,Ho Chi Minh City,waste_handling,PM25_NH4,0.0922251315376526
3444,Sydney,residential,PM25_SO4,0.019038409643887425
3445,Dubai,soil,PM25_SO4,0.0
3446,Salvador,dust,PM25_NH4,0.0
3447,Shanghai,powerplants,PM25_SO4,10.86375320258784
3448,Kuala Lumpur,solvents,PM25_NO3,0.0
3449,Barcelona,shipping,PM25_NH4,8.573803965202494e-06
3450,Kolkata,solvents,PM25_SO4,0.0
3451,Nanjing,dust,PM25_SO4,0.0
3452,Curitiba,waste_handling,PM25_NH4,1.0497470239119495
3453,Madrid,industry,PM25_NO3,0.5769586580301911
3454,Fuzhou,vegetation,PM25_NO3,0.0
3455,Chicago,waste_handling,PM25_NH4,0.006785345111347435
3456,Miami,soil,PM25_SO4,0.0
3457,Cape Town,solvents,PM25_NH4,0.0
3458,Chengdu,waste_handling,PM25_NO3,0.4493006699532205
3459,New Orleans,vegetation,PM25_SO4,0.0
3460,Kuala Lumpur,industry,PM25_NO3,0.09018211298580484
3461,Oslo,transportation,PM25_NH4,0.003424894869207968
3462,Guadalajara,residential,PM25_NH4,0.02537029346451841
3463,Venice,waste_handling,PM25_SO4,0.0003522166970498904
3464,Lima,vegetation,PM25_NO3,0.0
3465,Salvador,solvents,PM25_NH4,0.0
3466,Seoul,residential,PM25_NO3,1.7615190954974884
3467,Amman,wildfires,PM25_NO3,5.835423937965888e-06
3468,Tokyo,wildfires,PM25_NH4,7.886822968640216e-05
3469,Bogotá,shipping,PM25_NO3,0.0
3470,Moscow,wildfires,PM25_NH4,2.543710594149384e-05
3471,Lima,industry,PM25_SO4,5.3741189754433565
3472,Dhaka,vegetation,PM25_NH4,0.0
3473,Quito,soil,PM25_SO4,0.0
3474,Yokohama,wildfires,PM25_SO4,0.0
3475,Moscow,solvents,PM25_NO3,0.0
3476,Ho Chi Minh City,industry,PM25_SO4,3.6679174357260975
3477,Amsterdam,agriculture,PM25_NH4,0.10675340546141726
3478,Cape Town,transportation,PM25_SOA,0.1403355118902226
3479,London,powerplants,PM25_NH4,0.0017774918477655621
3480,Shanghai,industry,PM25_SOA,0.2549480594880513
3481,Hangzhou,solvents,PM25_SOA,0.5216888740060358
3482,Jakarta,dust,PM25_NO3,0.0
3483,Kuala Lumpur,wildfires,PM25_NH4,0.0007131309592348532
3484,Rome,transportation,PM25_NH4,0.05981395215203145
3485,Cape Town,vegetation,PM25_SOA,0.004682324664457802
3486,Buenos Aires,dust,PM25_SO4,0.0
3487,Fuzhou,dust,PM25_NO3,0.0
3488,Medellín,wildfires,PM25_SO4,0.0
3489,Santiago,waste_handling,PM25_SOA,0.01784477920926146
3490,Venice,transportation,PM25_NO3,0.3796484198800508
3491,Yokohama,solvents,PM25_SOA,0.33586550151004835
3492,Chengdu,industry,PM25_PRIMARY,1.878957919215693
3493,Berlin,shipping,PM25_NO3,0.0005519074779721108
3494,Hong Kong,dust,PM25_NO3,0.0
3495,Seoul,soil,PM25_NO3,0.007920920816942451
3496,Hanoi,soil,PM25_NO3,0.07325744385366596
3497,Dubai,waste_handling,PM25_NO3,0.00013698396751273212
3498,Bogotá,agriculture,PM25_SOA,0.0
3499,Rio de Janeiro,soil,PM25_NH4,0.0
3500,Shanghai,wildfires,PM25_NO3,0.013566607258033034
3501,Qingdao,residential,PM25_NH4,0.05815291285183979
3502,Wuhan,waste_handling,PM25_PRIMARY,1.266048885080295
3503,Bangkok,waste_handling,PM25_NH4,0.08232808802800705
3504,Moscow,residential,PM25_NO3,0.18905134341874508
3505,Shenzhen,vegetation,PM25_NH4,0.0
3506,Auckland,vegetation,PM25_NH4,0.0
3507,Shanghai,vegetation,PM25_NO3,0.0
3508,Vancouver,dust,PM25_NH4,0.0
3509,Hong Kong,agriculture,PM25_NH4,0.046640650059676464
3510,Dhaka,solvents,PM25_NH4,0.0
3511,Melbourne,shipping,PM25_NO3,0.002261636977104877
3512,Rome,powerplants,PM25_NH4,0.0014166566169287332
3513,Istanbul,waste_handling,PM25_SO4,0.011370352851081449
3514,Seattle,transportation,PM25_NO3,0.08199407169566228
3515,Montréal,residential,PM25_SOA,0.09208623436968257
3516,Chicago,dust,PM25_NH4,0.0
3517,Copenhagen,soil,PM25_SO4,0.0
3518,Shenzhen,industry,PM25_NO3,5.186728418335114
3519,Abidjan,waste_handling,PM25_NO3,0.00978783859132939
3520,Rotterdam,agriculture,PM25_SOA,0.0
3521,Boston,residential,PM25_NO3,0.247020415354844
3522,Abidjan,vegetation,PM25_SOA,0.005205207693846853
3523,Auckland,powerplants,PM25_NO3,0.01478917229808423
3524,Amsterdam,vegetation,PM25_SO4,0.0
3525,Stockholm,transportation,PM25_SOA,0.010786793570835382
3526,Karachi,shipping,PM25_SO4,0.009706977852594756
3527,Bogotá,industry,PM25_NO3,0.567989492251823
3528,Toronto,residential,PM25_SOA,0.11742760584739165
3529,Heidelberg,vegetation,PM25_NO3,0.0
3530,Ho Chi Minh City,residential,PM25_NO3,0.03879008371143197
3531,Tshwane,industry,PM25_SO4,1.8301512089996763
3532,Copenhagen,powerplants,PM25_NO3,0.0065578148054677545
3533,Heidelberg,transportation,PM25_NH4,0.001649765388941367
3534,Abidjan,industry,PM25_NO3,0.0018104080592155195
3535,Ciudad de México,residential,PM25_NO3,0.11476153671478433
3536,Houston,dust,PM25_NH4,0.0
3537,Hangzhou,vegetation,PM25_SOA,0.04633755262853369
3538,Austin,residential,PM25_SO4,0.019817610089293242
3539,Madrid,vegetation,PM25_NO3,0.0
3540,New Orleans,dust,PM25_NH4,0.0
3541,Seoul,vegetation,PM25_NO3,0.0
3542,Nairobi,soil,PM25_SOA,0.0
3543,Dakar,vegetation,PM25_SO4,0.0
3544,Warsaw,shipping,PM25_NH4,0.0
3545,Phoenix,vegetation,PM25_NO3,0.0
3546,"Washington, DC",dust,PM25_NO3,0.0
3547,Venice,wildfires,PM25_NO3,1.0746666849404042e-05
3548,Bengaluru,dust,PM25_SO4,0.0
3549,Auckland,residential,PM25_NO3,0.2961277907705268
3550,Rotterdam,shipping,PM25_NO3,0.048992835000647335
3551,Kuala Lumpur,vegetation,PM25_SO4,0.0
3552,Barcelona,residential,PM25_NH4,0.007962495304393444
3553,Dalian,solvents,PM25_NH4,0.0
3554,Lisbon,vegetation,PM25_SOA,0.0038308663433250156
3555,Freetown,transportation,PM25_NO3,0.013506238017871871
3556,New York City,vegetation,PM25_NO3,0.0
3557,Curitiba,soil,PM25_SO4,0.0
3558,Athens,vegetation,PM25_NO3,0.0
3559,Istanbul,shipping,PM25_SOA,0.0003148118133519076
3560,Bengaluru,agriculture,PM25_SO4,0.0
3561,Miami,solvents,PM25_NO3,0.0
3562,Accra,shipping,PM25_SOA,2.138947982794418e-06
3563,Beijing,industry,PM25_NH4,0.3723414693357322
3564,Chennai,solvents,PM25_NO3,0.0
3565,Istanbul,soil,PM25_NO3,0.004505961749152691
3566,Kolkata,vegetation,PM25_NO3,0.0
3567,Nairobi,wildfires,PM25_NO3,9.02195873884518e-05
3568,Austin,waste_handling,PM25_NO3,0.0035469863115851524
3569,New York City,solvents,PM25_NO3,0.0
3570,Chicago,shipping,PM25_NO3,0.003334245767025974
3571,Addis Ababa,agriculture,PM25_SOA,0.0
3572,Accra,industry,PM25_SOA,0.08152485214986695
3573,"Washington, DC",transportation,PM25_NO3,0.3595991513290911
3574,Vancouver,waste_handling,PM25_SO4,0.020657787425118982
3575,Hangzhou,soil,PM25_SOA,0.0
3576,Copenhagen,dust,PM25_NO3,0.0
3577,Bangkok,shipping,PM25_NO3,7.113879333724958e-05
3578,Jaipur,industry,PM25_NO3,0.01958403912046033
3579,Rome,residential,PM25_NO3,0.3126406626802993
3580,Auckland,wildfires,PM25_NO3,0.00011600354104276828
3581,Austin,shipping,PM25_NO3,0.0
3582,Quezon City,powerplants,PM25_NO3,0.02829087424584664
3583,Tel Aviv,waste_handling,PM25_SO4,0.00017804455871465845
3584,Wuhan,industry,PM25_PRIMARY,1.574113859942743
3585,Dar es Salaam,powerplants,PM25_SO4,0.5137216494383356
3586,Melbourne,solvents,PM25_NO3,0.0
3587,Durban (eThekwini),agriculture,PM25_PRIMARY,0.0
3588,Ciudad de México,vegetation,PM25_NO3,0.0
3589,Venice,powerplants,PM25_NH4,0.0001404594411803716
3590,Hangzhou,dust,PM25_SO4,0.0
3591,Ciudad de México,powerplants,PM25_NO3,0.057168198098345835
3592,Kolkata,industry,PM25_SO4,10.892172853385649
3593,Athens,transportation,PM25_NH4,0.0957121685029776
3594,Buenos Aires,residential,PM25_SO4,0.1789037107919643
3595,Chicago,powerplants,PM25_NO3,0.09799669639535144
3596,Buenos Aires,solvents,PM25_SOA,0.05780247845725379
3597,Istanbul,powerplants,PM25_NO3,0.034995692474018084
3598,Rio de Janeiro,shipping,PM25_NH4,2.0825883945926223e-05
3599,Hanoi,powerplants,PM25_NO3,0.03060005352810495
3600,Buenos Aires,shipping,PM25_SO4,0.02137054360053712
3601,Stockholm,waste_handling,PM25_NO3,0.0006394556081080781
3602,Rio de Janeiro,waste_handling,PM25_NH4,0.4063633198766437
3603,"Washington, DC",solvents,PM25_SOA,0.24996791136990484
3604,Quito,agriculture,PM25_NO3,0.0020590217627218872
3605,Singapore,vegetation,PM25_SO4,0.0
3606,"Washington, DC",residential,PM25_SOA,0.045634535968982336
3607,Oslo,vegetation,PM25_SO4,0.0
3608,Curitiba,powerplants,PM25_NH4,0.06609136904646841
3609,Kuala Lumpur,transportation,PM25_SO4,0.8000466120449696
3610,Lagos,waste_handling,PM25_NO3,0.04151892993339212
3611,Addis Ababa,industry,PM25_NO3,0.07735317777067979
3612,Quezon City,wildfires,PM25_NO3,0.0006156994048358156
3613,Santiago,solvents,PM25_SOA,0.009980626545570718
3614,Madrid,shipping,PM25_SO4,0.0
3615,Bangkok,solvents,PM25_NO3,0.0
3616,Kolkata,agriculture,PM25_SOA,0.0
3617,Curitiba,dust,PM25_NO3,0.0
3618,Nanjing,solvents,PM25_SOA,0.20339779249319276
3619,Amman,vegetation,PM25_SO4,0.0
3620,Barcelona,agriculture,PM25_NO3,4.961181682878346e-05
3621,Stockholm,residential,PM25_SOA,0.003183180195445266
3622,Boston,shipping,PM25_NO3,0.0008218547222113267
3623,New York City,agriculture,PM25_NO3,1.9911257114790953e-07
3624,Miami,agriculture,PM25_NO3,2.27452432577092e-07
3625,Rotterdam,wildfires,PM25_NO3,0.0
3626,Shenzhen,soil,PM25_SO4,0.0
3627,Madrid,solvents,PM25_SO4,0.0
3628,Berlin,dust,PM25_SO4,0.0
3629,Dhaka,industry,PM25_NH4,0.0009738975321149476
3630,Hong Kong,residential,PM25_SOA,0.003663476454735036
3631,Zhenjiang,waste_handling,PM25_SOA,0.001592731903131408
3632,Quito,powerplants,PM25_NO3,0.03516565034627432
3633,Quito,residential,PM25_SO4,0.0735566764536379
3634,Delhi NCT,dust,PM25_NO3,0.0
3635,Kolkata,transportation,PM25_SO4,0.14221414532711382
3636,New Orleans,waste_handling,PM25_NO3,0.0014983981086687946
3637,Addis Ababa,dust,PM25_SOA,0.0
3638,Lagos,solvents,PM25_NH4,0.0
3639,Melbourne,agriculture,PM25_SO4,0.0
3640,New Orleans,transportation,PM25_SO4,0.0036480506930830436
3641,Karachi,soil,PM25_SO4,0.0
3642,Delhi NCT,industry,PM25_NO3,0.4344812852457951
3643,Oslo,shipping,PM25_NO3,0.0018311460855220953
3644,Medellín,residential,PM25_NH4,0.09598987500048484
3645,Vancouver,powerplants,PM25_NO3,0.07498468975908534
3646,Kolkata,soil,PM25_NO3,0.024276983940292842
3647,Buenos Aires,industry,PM25_SO4,1.7395647623559372
3648,Philadelphia,residential,PM25_NO3,0.4504403681531533
3649,Medellín,powerplants,PM25_NH4,0.0241578390739982
3650,Yokohama,dust,PM25_NO3,0.0
3651,Vancouver,solvents,PM25_NO3,0.0
3652,Boston,waste_handling,PM25_NO3,0.005897485948006325
3653,Nairobi,dust,PM25_NH4,0.0
3654,Jaipur,residential,PM25_SO4,0.055614061999905366
3655,Chengdu,wildfires,PM25_SOA,0.0
3656,Chennai,industry,PM25_NO3,0.9335733895126552
3657,Dubai,agriculture,PM25_NO3,0.00011927775849220104
